"More than 10 million people have downloaded the NHS Covid-19 app since it launched on Thursday, the Health Secretary has said. Matt Hancock said on social media it was an “absolutely fantastic” response so far, and urged more people to download it. The Department of Health and Social Care (DHSC) said that six million people had downloaded the app the first day it launched, and this had since risen to 10 million by midday on Sunday. More than 1.5 million venue check-ins were recorded on Saturday while more than 460,000 businesses have downloaded and printed QR code posters that can be scanned by the app to check-in to premises, it added. These QR codes allow contact tracers to reach multiple people if an outbreak is identified in a venue.",Real,1
"A third wave of coronavirus is “entirely possible”, with lockdowns only deferring the problem, an expert has warned. Mark Woolhouse, professor of infectious disease epidemiology at the University of Edinburgh, said that while strict measures stop the immediate crisis and quickly reduce transmission, they do not make the virus go away. Speaking on BBC One’s The Andrew Marr Show on Sunday he said that modelling had previously shown it was “entirely possible” that a second lockdown would be needed in September. When asked if there could be a third wave of coronavirus he said: “That’s entirely possible. “The scenario I mentioned earlier does actually include this possibility and this is just another demonstration of what I was saying earlier that lockdown doesn’t solve the problem, it defers its.",Real,1
"A major supermarket chain has become the first to introduce limits on certain items amid a rise in demand in response to the tightening of coronavirus restrictions. Morrisons has told ITV News it has introduced a purchase limit of three items on a small range of products - including toilet roll. A Morrisons spokesperson told us  ""We are introducing a limit on a small number of key products, such as toilet roll and disinfectant. Our stock levels of these products are good but we want to ensure that they are available for everyone."" This is the first supermarket to introduce such restrictions as a result of the second wave of Covid infections. The sector is seeking to reassure customers there are no supply issues. A return to scenes of empty shelves and panic buying would be unnecessary according to senior industry sources.",Real,1
"A further 4,044 new cases of coronavirus have been confirmed in the UK, taking the total number of positive cases to 439,013. The number of people who had died within 28 days of testing positive for Covid-19 increased by 13 on Monday. This brings the total number of deaths linked to coronavirus to 42,001. Separate figures published by the UK’s statistics agencies show there have now been 57,600 deaths registered in the UK where Covid-19 was mentioned on the death certificate. Monday's figures have decreased from the day before and continue to remain under 6,000 for two consecutive days. However, many places have been struggling to contain infections and further lockdown measures for the North East of England were announced by the Health Secretary on Monday.",Real,1
"More than 100,000 people have had Covid-19 from September 13 to 19 - up 60% on the previous week. The figures, from the Office for National Statistics (ONS), equate to around one in 500 people. In the previous week there were 59,800 cases of coronavirus, the ONS infection survey shows. The survey tests thousands of people in English homes whether they have symptoms or not. In recent weeks, there has been clear evidence of an increase in the number of people testing positive for Covid-19 in all age groups, with the current rates highest in the 17 to 24 age group.",Real,1
"Coronavirus has stifled normal university life and the rule of six makes it difficult for the hundreds of students living together in halls to meet with one another. The pandemic has also had a major impact on teaching and how lectures are carried out in campuses nationwide. Around 1,700 students at Manchester Metropolitan University have been told to self-isolate after 127 of them tested positive for coronavirus. While earlier this week, a Covid-19 outbreak at Glasgow University this week shows just how precarious life is for students and lecturers alike, after more than 100 people tested positive and nearly 600 people are now self-isolating. With many students just finishing their first week, ITV News has spoken to a first year student and lecturer at different universities to find out just how Covid-19 has affected their lives",Real,1
"Boris Johnson has vowed ""radical"" changes to the adult education system in England to help boost the post-Covid economy. The prime minister said the pandemic had ""massively accelerated"" changes to the world of work, and made training gaps ""painfully apparent"". He said funding changes could help end the ""bogus distinction"" between academic and vocational learning. But Labour said the plans would not make up for ""a decade of cuts"". Speaking at a further education college in Exeter, Mr Johnson said the government cannot ""save every job"" amid the Covid-19 pandemic. But he added that better training would ""give people the skills to find and create new and better jobs"".",Real,1
"Would-be late-night drinkers in England have faced the first evening of new measures aimed at preventing the spread of coronavirus. From Thursday, all pubs, bars and restaurants had to shut by 10pm – meaning time at the bar will be somewhere around 9pm. Many people were not put off a midweek tipple or two by the new restrictions on Thursday, with pub-goers still heading to Soho, central London. A small police presence could be seen on the pedestrianised streets but no problems were reported. The Metropolitan Police said Commissioner Cressida Dick was out on patrol in Shoreditch, a popular nighttime area, with local officers “who were engaging with members of the public, to remind them of their responsibility to keep themselves and others safe to minimise the spread”. The force said it would step up its enforcement of Covid regulations in response to the changes and rising rates of infection in the capital. “Londoners should expect to see police officers engaging with members of the public to remind them of their responsibility to keep themselves and others safe.",Real,1
"In a stunning development, a former Chief Science Officer for the pharmaceutical giant Pfizer says “there is no science to suggest a second wave should happen.” The “Big Pharma” insider asserts that false positive results from inherently unreliable COVID tests are being used to manufacture a “second wave” based on “new cases.” Dr. Mike Yeadon, a former Vice President and Chief Science Officer for Pfizer for 16 years, says that half or even “almost all” of tests for COVID are false positives. Dr. Yeadon also argues that the threshold for herd immunity may be much lower than previously thought, and may have been reached in many countries already.",Fake,0
"A group of over 500 medical doctors in Germany called ‘Doctors for Information’ made a shocking statement during a national press conference: ‘The Corona panic is a play. It’s a scam. A swindle. It’s high time we understood that we’re in the midst of a global crime.’ This large group of medical experts publishes a medical newspaper on 500,000 copies every week, to inform the public about the massive misinformation in the mainstream media. They also organize mass protests in Europe, like the one on August 29, 2020 where 12 million people signed up and several millions actually showed up. Why do these 500+ medical doctors say the pandemic is a global crime? What do they know, that we don’t? ",Fake,0
